District Name,Mandal Name,Village Name,Bore Well Working,Well Type,Bore Depth,Pump Capacity,Crop Type,Irrigation Type,Extant Land Irrigated,Lat,Long
Krishna,Ghantasala,14-KOTHAPALLI,Working,Bore Well,120,5,Wet,Flood Irrigation,5,16.18990469,80.92776082
Krishna,Ghantasala,14-KOTHAPALLI,Working,Bore Well,90,5,Wet,Flood Irrigation,2,16.19409473,80.92516822
Krishna,Ghantasala,15-LANKAPALLI,Partially Working,Bore Well,50,,Wet,Flood Irrigation,1.5,16.13277833,80.97744
Krishna,Ghantasala,15-LANKAPALLI,Working,Bore Well,50,,Wet,Flood Irrigation,1.5,16.13084833,80.97800167
Krishna,Ghantasala,15-LANKAPALLI,Working,Bore Well,50,5,Wet,Micro Irrigation,7,16.13489,80.97944333
Krishna,Ghantasala,15-LANKAPALLI,Working,Bore Well,50,,Wet,Flood Irrigation,1.5,16.13134,80.97810333
Krishna,Ghantasala,15-LANKAPALLI,Working,Open Well,,,Wet,Flood Irrigation,1.5,16.12926167,80.97511833
Krishna,Ghantasala,15-LANKAPALLI,Working,Open Well,,10,Wet,Flood Irrigation,12,16.12345,80.984715
Krishna,Ghantasala,15-LANKAPALLI,Working,Open Well,,20,Wet,Flood Irrigation,20,16.12329333,80.99768833
Krishna,Ghantasala,15-LANKAPALLI,Working,Open Well,,5,Wet,Flood Irrigation,10,16.124905,80.98376333
Krishna,Ghantasala,15-LANKAPALLI,Working,Bore Well,50,5,Wet,Micro Irrigation,8,16.13421333,80.97752667
Krishna,Ghantasala,15-LANKAPALLI,Working,Bore Well,50,,Wet,Flood Irrigation,1.5,16.12951167,80.97915667
Krishna,Ghantasala,15-LANKAPALLI,Working,Bore Well,50,,Wet,Flood Irrigation,1.5,16.13033,80.97842
Krishna,Ghantasala,15-LANKAPALLI,Working,Open Well,,10,Wet,Flood Irrigation,10,16.12758,81.00314833
Krishna,Ghantasala,15-LANKAPALLI,Working,Open Well,,7.5,Wet,Flood Irrigation,8,16.12979,81.00714833
Krishna,Ghantasala,15-LANKAPALLI,Working,Bore Well,50,5,Wet,Flood Irrigation,10,16.12295,80.99131333
Krishna,Ghantasala,15-LANKAPALLI,Working,Bore Well,50,5,Wet,Micro Irrigation,5,16.13330167,80.97630167
Krishna,Ghantasala,15-LANKAPALLI,Working,Open Well,,5,Wet,Flood Irrigation,1.5,16.14207667,80.97514167
Krishna,Ghantasala,15-LANKAPALLI,Working,Open Well,,5,Wet,Flood Irrigation,12,16.122845,80.99349167
Krishna,Ghantasala,15-LANKAPALLI,Working,Open Well,,5,Wet,Flood Irrigation,12,16.12284833,80.993685
Krishna,Ghantasala,15-LANKAPALLI,Working,Open Well,,5,Wet,Flood Irrigation,5,16.12538167,81.000225
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,2,16.19264074,80.96761729
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Wet,Flood Irrigation,2,16.17272743,80.96259415
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,5,16.19095595,80.96088693
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,5,16.19117117,80.95984686
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,5,16.19148811,80.95980116
Krishna,Ghantasala,16-MALLAMPALLI,Working,Tube Well,,5,Wet,Micro Irrigation,3.5,16.1867784,80.96035721
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,4.2,16.18717006,80.95981299
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,1,16.19025977,80.96436783
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,,16.17540203,80.96405594
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,,Others,Micro Irrigation,3,16.18409682,80.96377597
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,2,16.18171785,80.96712453
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,1,16.18235818,80.96494697
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,3,16.18279738,80.9605072
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,5,16.19054768,80.96682549
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,4,16.18865852,80.96245013
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,ID,Micro Irrigation,2,16.1914337,80.9622212
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Wet,Flood Irrigation,3,16.19046607,80.96260377
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Wet,Flood Irrigation,2,16.19043336,80.96260317
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,2,16.19030785,80.96556013
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,2,16.19213376,80.96121047
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,4,16.18256425,80.96427919
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,4,16.18222369,80.96630303
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Wet,Flood Irrigation,3,16.19064343,80.96279164
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,3,16.19067029,80.96617232
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,2,16.18613525,80.95984423
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,4,16.18214563,80.96574466
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Wet,Flood Irrigation,1,16.17996926,80.96389893
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,3,16.19310789,80.96035916
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,5,16.18755955,80.96113583
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,2,16.1903321,80.96478012
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,,16.18148409,80.96453574
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,1,16.19412932,80.97008772
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,,16.19507629,80.97051371
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Others,Micro Irrigation,3,16.19515761,80.9720573
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,,Others,Micro Irrigation,,16.19433161,80.97029239
Krishna,Ghantasala,16-MALLAMPALLI,Working,Bore Well,,5,Wet,Flood Irrigation,2,16.17273058,80.9628835
Krishna,Ghantasala,17-PAPAVINASANAM,Working,Bore Well,80,5,Wet,Micro Irrigation,0.6,16.17031833,80.85076333
Krishna,Ghantasala,17-PAPAVINASANAM,Working,Bore Well,80,5,Wet,Micro Irrigation,0.6,16.171575,80.84858
Krishna,Ghantasala,17-PAPAVINASANAM,Working,Bore Well,80,5,Wet,Micro Irrigation,0.6,16.17035833,80.85084667
Krishna,Ghantasala,17-PAPAVINASANAM,Working,Bore Well,80,5,Wet,Micro Irrigation,0.6,16.17042833,80.85082333
Krishna,Ghantasala,17-PAPAVINASANAM,Working,Bore Well,80,5,Wet,Micro Irrigation,0.6,16.17043,80.85087833
Krishna,Ghantasala,17-PAPAVINASANAM,Working,Bore Well,80,5,Wet,Micro Irrigation,0.6,16.17244,80.84806333
Krishna,Ghantasala,17-PAPAVINASANAM,Working,Bore Well,100,5,Wet,Flood Irrigation,5,16.17829167,80.86452667
Krishna,Ghantasala,17-PAPAVINASANAM,Working,Bore Well,100,5,Wet,Flood Irrigation,5,16.17821,80.86439
Krishna,Ghantasala,17-PAPAVINASANAM,Working,Bore Well,80,5,Wet,Micro Irrigation,1.22,16.168505,80.85924167
Krishna,Ghantasala,17-PAPAVINASANAM,Working,Bore Well,100,6,Wet,Flood Irrigation,5,16.18265167,80.86688
Krishna,Ghantasala,17-PAPAVINASANAM,Partially Working,Bore Well,100,5,Wet,Micro Irrigation,3,16.17345667,80.85747667
Krishna,Ghantasala,17-PAPAVINASANAM,Working,Bore Well,100,5,Wet,Micro Irrigation,5,16.17177,80.858875
Krishna,Ghantasala,17-PAPAVINASANAM,Working,Bore Well,100,5,Wet,Micro Irrigation,5,16.16994833,80.85859833
Krishna,Ghantasala,17-PAPAVINASANAM,Working,Bore Well,100,5,Wet,Flood Irrigation,5,16.17690833,80.86143333
Krishna,Ghantasala,17-PAPAVINASANAM,Working,Bore Well,100,5,Wet,Flood Irrigation,2,16.17839,80.86457
Krishna,Ghantasala,17-PAPAVINASANAM,Working,Bore Well,100,5,Wet,Flood Irrigation,2,16.18054333,80.86698
Krishna,Ghantasala,17-PAPAVINASANAM,Working,Bore Well,100,5,Wet,Flood Irrigation,5,16.177525,80.86750333
Krishna,Ghantasala,17-PAPAVINASANAM,Working,Bore Well,80,5,Wet,Micro Irrigation,0.6,16.17103167,80.85079833
Krishna,Ghantasala,17-PAPAVINASANAM,Working,Bore Well,80,5,Wet,Micro Irrigation,0.6,16.173125,80.84692667
Krishna,Ghantasala,17-PAPAVINASANAM,Working,Bore Well,80,5,Wet,Micro Irrigation,0.6,16.17085167,80.85093167
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,125,,Wet,Flood Irrigation,2,16.19127356,80.85455574
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,150,5,Wet,Flood Irrigation,2,16.19654288,80.8418808
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,125,5,Wet,Flood Irrigation,2,16.1974269,80.84074307
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,120,,Wet,Flood Irrigation,2,16.1951078,80.8424718
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,120,5,Wet,Flood Irrigation,5,16.19339811,80.84302899
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,125,,Wet,Flood Irrigation,5,16.21316772,80.84620295
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,120,7.5,Wet,Flood Irrigation,2,16.19913805,80.85581263
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,150,5,Wet,Flood Irrigation,2,16.19130502,80.85478328
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,100,5,Wet,Flood Irrigation,2,16.19437155,80.84271192
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,150,6,Wet,Flood Irrigation,2,16.19905693,80.85537025
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,130,5,Wet,Flood Irrigation,1.5,16.19150901,80.85149151
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,120,5,Wet,Flood Irrigation,3,16.20861885,80.84073708
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,90,5,Wet,Flood Irrigation,2,16.20767803,80.84023839
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,150,5,Wet,Flood Irrigation,5,16.18160601,80.852443
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,125,5,Wet,Flood Irrigation,3,16.19567334,80.84245882
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,90,5,Wet,Flood Irrigation,2,16.20332569,80.83972029
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,120,5,Wet,Flood Irrigation,5,16.1911199,80.84834497
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,120,7.5,Wet,Flood Irrigation,14,16.20762807,80.85674222
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,150,7.5,Wet,Flood Irrigation,10,16.21367032,80.84983682
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,90,5,Wet,Flood Irrigation,2,16.20610386,80.84039307
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,150,7.5,Wet,Flood Irrigation,10,16.21161125,80.84590877
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,150,5,Wet,Flood Irrigation,5,16.21363372,80.84752587
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,125,5,Wet,Flood Irrigation,5,16.17585001,80.84920135
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,150,5,Wet,Flood Irrigation,5,16.17462644,80.85009499
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,120,5,Wet,Flood Irrigation,8,16.1997013,80.85186817
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,150,7.5,Wet,Flood Irrigation,11,16.20891123,80.85480915
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,125,5,Wet,Flood Irrigation,5,16.18437798,80.85174472
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,90,5,Wet,Flood Irrigation,1.5,16.19821509,80.84257993
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,130,,Wet,Flood Irrigation,3,16.20226695,80.84515471
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,150,7.5,Wet,Flood Irrigation,15,16.2175964,80.85103569
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,150,7.5,Wet,Flood Irrigation,2,16.19916469,80.85627642
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,150,5,Wet,Flood Irrigation,2,16.19909386,80.85444468
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,150,5,Wet,Flood Irrigation,10,16.2189546,80.85293378
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,100,5,Wet,Flood Irrigation,2,16.19459497,80.84471933
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,125,5,Wet,Flood Irrigation,2,16.19130049,80.85480782
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,125,5,Wet,Flood Irrigation,3,16.20482696,80.84060909
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,120,5,Wet,Flood Irrigation,3,16.18246887,80.85188075
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,125,5,Wet,Flood Irrigation,3,16.19865811,80.84067222
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,90,5,Wet,Flood Irrigation,1,16.20053254,80.83988581
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,90,,Wet,Flood Irrigation,3,16.20524553,80.83971382
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,110,5,Wet,Flood Irrigation,3,16.20129788,80.84107565
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,150,7.5,Wet,Flood Irrigation,5,16.21048884,80.84585828
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,130,,Wet,Flood Irrigation,4,16.18753339,80.84943905
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,115,5,Wet,Flood Irrigation,2,16.17382657,80.85053152
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,125,5,Wet,Flood Irrigation,5,16.17629357,80.84903938
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,115,5,Wet,Flood Irrigation,2,16.1735458,80.85131636
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,125,5,Wet,Flood Irrigation,5,16.21358238,80.84900689
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,175,7.5,Wet,Flood Irrigation,10,16.21315331,80.84863803
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,120,5,Wet,Flood Irrigation,5,16.19695875,80.84108999
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,115,5,Wet,Flood Irrigation,3,16.20152252,80.84115264
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,,5,Wet,Micro Irrigation,2,16.20136436,80.84037289
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,150,7.5,Wet,Flood Irrigation,10,16.19751197,80.858988
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,150,7.5,Wet,Flood Irrigation,5,16.22025425,80.85663714
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,150,5,Wet,Flood Irrigation,4,16.19267402,80.84443524
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,,5,Wet,Micro Irrigation,1.5,16.20421182,80.83976871
Krishna,Ghantasala,19-SRIKAKULAM,Working,Bore Well,115,7.5,Wet,Flood Irrigation,9,16.20524809,80.85783113
Krishna,Ghantasala,20-SURAPANENIVARI,Working,Bore Well,150,5,Wet,Flood Irrigation,2,16.20544203,80.85615878
Krishna,Ghantasala,20-SURAPANENIVARI,Working,Bore Well,120,5,Wet,Flood Irrigation,7,16.20118928,80.86039896
Krishna,Ghantasala,20-SURAPANENIVARI,Working,Bore Well,150,5,Wet,Flood Irrigation,6,16.20134392,80.86081131
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,120,5,Wet,Flood Irrigation,2,16.172765,80.91489667
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,160,6,Wet,Flood Irrigation,5,16.188635,80.909535
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,160,6,Wet,Flood Irrigation,5,16.18924,80.90919333
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,160,6,Wet,Flood Irrigation,4,16.19001,80.90618
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,160,6,Wet,Flood Irrigation,5,16.18675,80.909705
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,160,6,Wet,Flood Irrigation,5,16.191325,80.91027167
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,120,5,Wet,Flood Irrigation,5,16.1843087,80.91016941
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,160,5,Wet,Flood Irrigation,3,16.19107,80.90915833
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,130,5,Wet,Flood Irrigation,3,16.18380935,80.91156788
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,150,6,Wet,Flood Irrigation,3,16.17762833,80.91416
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,160,5,Wet,Flood Irrigation,3,16.18968,80.90932667
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,160,6,Wet,Flood Irrigation,3,16.18927667,80.91187333
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,120,5,Wet,Flood Irrigation,2,16.17082667,80.91465667
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,160,6,Wet,Flood Irrigation,2,16.19122667,80.908955
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,110,6,Wet,Flood Irrigation,5,16.18897667,80.90678167
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,120,6,Wet,Flood Irrigation,5,16.18797462,80.9068264
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,180,7.5,Wet,Flood Irrigation,10,16.18701667,80.90723167
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,100,6,Wet,Flood Irrigation,3,16.18883333,80.90642833
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,80,,Wet,Flood Irrigation,3,16.18566833,80.919055
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,160,6,Wet,Flood Irrigation,15,16.18112333,80.913895
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,160,5,Wet,Flood Irrigation,5,16.19166833,80.90879333
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,,5,Wet,Flood Irrigation,10,16.16639667,80.91424667
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,140,6,Wet,Flood Irrigation,5,16.19209352,80.91665366
Krishna,Ghantasala,21-TADEPALLI,Working,Bore Well,,5,Wet,Flood Irrigation,5,16.16886167,80.91718333
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,6,Wet,Micro Irrigation,5,16.19009667,80.87132167
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,5,Wet,Micro Irrigation,5,16.19617167,80.86167
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,5,Wet,Micro Irrigation,5,16.19892833,80.87703667
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,5,Wet,Micro Irrigation,3,16.19430167,80.86793167
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,120,6,Wet,Micro Irrigation,6,16.19759833,80.86588
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,5,Wet,Micro Irrigation,5,16.19619833,80.86073667
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,80,5,Wet,Micro Irrigation,0.6,16.18744,80.84644
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,80,5,Wet,Micro Irrigation,0.6,16.18658667,80.84773
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,6,Wet,Micro Irrigation,5,16.197505,80.86662667
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,5,Wet,Micro Irrigation,5,16.19755,80.86582167
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,5,Wet,Flood Irrigation,3,16.19273973,80.84462683
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Tube Well,80,5,Wet,Micro Irrigation,0.6,16.18769333,80.84627833
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,80,5,Wet,Micro Irrigation,0.6,16.18834333,80.84581333
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,,Wet,Micro Irrigation,5,16.19876,80.87569167
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,80,5,Wet,Micro Irrigation,5,16.19134,80.8724
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,5,Wet,Micro Irrigation,5,16.19111,80.85631833
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,5,Wet,Flood Irrigation,5,16.18614,80.84798
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,80,5,Wet,Micro Irrigation,6,16.19123333,80.87241333
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,6,Wet,Micro Irrigation,6,16.19054667,80.86702833
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,7.5,Wet,Micro Irrigation,5,16.198825,80.87713
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,5,Wet,Micro Irrigation,5,16.19101833,80.85316167
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,6,Wet,Micro Irrigation,6,16.195945,80.86414833
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,5,Wet,Micro Irrigation,3,16.19827333,80.87603167
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,6,Wet,Micro Irrigation,8,16.19058333,80.86971167
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,120,6,Wet,Micro Irrigation,6,16.19630167,80.85884667
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,6,Wet,Micro Irrigation,8,16.19767,80.86795
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,5,Wet,Micro Irrigation,6,16.19194667,80.85475833
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,5,Wet,Micro Irrigation,1.3,16.19054333,80.87246833
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,5,Wet,Flood Irrigation,5,16.199175,80.85603167
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,5,Wet,Micro Irrigation,5,16.19218833,80.87241333
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,120,7.5,Wet,Flood Irrigation,2,16.19918,80.85602167
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,5,Wet,Micro Irrigation,6,16.191135,80.85488333
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,120,6,Wet,Micro Irrigation,5,16.195075,80.86927
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,5,Wet,Micro Irrigation,6,16.190885,80.853245
Krishna,Ghantasala,22-TELUGURAO PALEM,Partially Working,Bore Well,100,7.5,Wet,Micro Irrigation,6,16.19138833,80.85688833
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,120,6,Wet,Micro Irrigation,5,16.19253667,80.85501167
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,120,6,Wet,Micro Irrigation,6,16.19109333,80.855635
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,6,Wet,Micro Irrigation,8,16.19423833,80.86436833
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,100,5,Wet,Flood Irrigation,0.9,16.18918667,80.84556333
Krishna,Ghantasala,22-TELUGURAO PALEM,Working,Bore Well,80,5,Wet,Flood Irrigation,0.5,16.188635,80.84583667
Krishna,Ghantasala,23-V. RUDRAVARAM,Working,Bore Well,,5,Wet,Flood Irrigation,3,16.19512694,80.94494986
Krishna,Ghantasala,23-V. RUDRAVARAM,Working,Bore Well,,7.5,Wet,Flood Irrigation,2,16.20044712,80.94282154
Krishna,Ghantasala,23-V. RUDRAVARAM,Working,Bore Well,,5,Wet,Flood Irrigation,2,16.19575003,80.9407519
Krishna,Ghantasala,23-V. RUDRAVARAM,Working,Bore Well,,10,Wet,Flood Irrigation,5,16.1952097,80.93833794
Krishna,Ghantasala,23-V. RUDRAVARAM,Working,Bore Well,,5,Wet,Flood Irrigation,2.5,16.19958901,80.94816325
Krishna,Ghantasala,23-V. RUDRAVARAM,Working,Bore Well,,5,Wet,Flood Irrigation,2,16.1994939,80.94817306
Krishna,Ghantasala,23-V. RUDRAVARAM,Working,Bore Well,,,Wet,Flood Irrigation,2,16.19889223,80.94068684
Krishna,Ghantasala,23-V. RUDRAVARAM,Working,Bore Well,,5,Wet,Flood Irrigation,2.5,16.19932498,80.94865919
Krishna,Ghantasala,23-V. RUDRAVARAM,Working,Bore Well,150,5,Wet,Flood Irrigation,5,16.20028574,80.9343817
Krishna,Ghantasala,23-V. RUDRAVARAM,Working,Bore Well,200,,Wet,Flood Irrigation,5,16.20015952,80.93434366
Krishna,Ghantasala,23-V. RUDRAVARAM,Working,Bore Well,,5,Wet,Flood Irrigation,2,16.19888702,80.94053802
Krishna,Ghantasala,23-V. RUDRAVARAM,Working,Bore Well,,5,Wet,Flood Irrigation,2,16.20054133,80.94295596
Krishna,Ghantasala,23-V. RUDRAVARAM,Working,Bore Well,,5,Wet,Flood Irrigation,3,16.19888715,80.94056439
Krishna,Ghantasala,23-V. RUDRAVARAM,Working,Bore Well,,5,Wet,Flood Irrigation,2,16.19950255,80.94833013
Krishna,Ghantasala,23-V. RUDRAVARAM,Working,Bore Well,,5,Wet,Flood Irrigation,2.5,16.19948121,80.94822288
Krishna,Ghantasala,23-V. RUDRAVARAM,Working,Bore Well,200,5,Wet,Flood Irrigation,2,16.20088888,80.93664254
Krishna,Ghantasala,23-V. RUDRAVARAM,Working,Bore Well,,,Wet,Flood Irrigation,3,16.19264397,80.93898854
