District Name,Mandal Name,Village Name,Bore Well Working,Well Type,Bore Depth,Pump Capacity,Crop Type,Irrigation Type,Extant Land Irrigated,Lat,Long
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,141,5,Wet,Flood Irrigation,3,16.98591833,80.65496667
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,122,5,Wet,Flood Irrigation,2,16.9858,80.65450833
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,,Wet,Flood Irrigation,3,16.98557456,80.65445202
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,140,,Wet,Flood Irrigation,4,16.98577305,80.65490223
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,186,5,Wet,Flood Irrigation,4,16.99753775,80.6585566
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,167,5,Wet,Flood Irrigation,2,16.99783363,80.66272663
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,167,5,Wet,Flood Irrigation,3,16.99174894,80.659579
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,123,5,Others,Flood Irrigation,6,16.985738,80.65442352
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,165,5,Wet,Flood Irrigation,4,16.99659271,80.65211643
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,144,5,Others,Flood Irrigation,4,16.98554412,80.65444753
Krishna,A Konduru,00-KAMBHAMPADU,Working,Open Well,65,,Wet,Flood Irrigation,2,16.99842241,80.66260595
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,159,,Wet,Flood Irrigation,3,16.98572147,80.65451678
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,,Wet,Flood Irrigation,3,16.98565913,80.65456862
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,,Wet,Flood Irrigation,3,16.98576893,80.6543759
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,,Wet,Flood Irrigation,3,16.98585486,80.65437467
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,38,Wet,Flood Irrigation,3,16.98568405,80.65455295
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,,Wet,Flood Irrigation,4,16.98566438,80.65468059
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,38,Wet,Flood Irrigation,,16.98574461,80.65463411
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,5,Wet,Flood Irrigation,4,16.98562769,80.65453424
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,,Wet,Flood Irrigation,3,16.98534185,80.6547874
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,185,,ID,Flood Irrigation,3,16.95272667,80.64632667
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,,Wet,Flood Irrigation,3,16.985916,80.65461764
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,,Wet,Flood Irrigation,3,16.98561722,80.65470224
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,,Wet,Flood Irrigation,3,16.9857404,80.65451566
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,127,5,Wet,Flood Irrigation,8,16.98540134,80.65459298
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,,Wet,Flood Irrigation,3,16.98566688,80.65485696
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,,Wet,Flood Irrigation,3,16.98568621,80.65454507
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,5,Wet,Flood Irrigation,5,16.98587133,80.65478872
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,5,Wet,Flood Irrigation,5,16.98569113,80.65456042
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,5,Wet,Flood Irrigation,5,16.98566967,80.6546086
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,100,,Wet,Flood Irrigation,4,16.9855873,80.65467486
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,5,Wet,Flood Irrigation,5,16.98573128,80.65456013
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,170,5,Wet,Flood Irrigation,4,16.99625645,80.65392817
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,125,,Wet,Flood Irrigation,3,16.98016667,80.65326833
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,135,,Wet,Flood Irrigation,5,16.98023167,80.65291833
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,174,,ID,Flood Irrigation,5,16.952775,80.64628
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,135,,Wet,Flood Irrigation,3,16.98024333,80.65271667
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,,Wet,Flood Irrigation,1,16.99174543,80.65835668
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,145,,Wet,Flood Irrigation,3,16.980345,80.652315
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,122,5,Others,Flood Irrigation,8,16.98571236,80.65466598
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,100,5,Others,Flood Irrigation,7,16.98583739,80.65471735
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,171,5,Wet,Micro Irrigation,6,16.99293109,80.65752902
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,168,5,ID,Flood Irrigation,4,16.9525,80.646545
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,183,,Wet,Flood Irrigation,3,16.98043667,80.65182667
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,200,5,Wet,Flood Irrigation,3,16.99732748,80.65464862
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,143,5,Wet,Flood Irrigation,5,16.980485,80.65166833
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,163,5,ID,Flood Irrigation,3,16.95277167,80.64583833
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,154,5,Others,Flood Irrigation,4,16.98568843,80.65445679
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,100,,Wet,Flood Irrigation,3,16.98575188,80.6545332
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,,Wet,Flood Irrigation,4,16.9858744,80.65433972
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,175,,Wet,Flood Irrigation,5,16.96765833,80.64880333
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,148,5,Wet,Flood Irrigation,6,16.96812333,80.64909
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,195,5,Wet,Flood Irrigation,3,16.96817833,80.64888833
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,122,5,Wet,Flood Irrigation,3,16.98573667,80.65451667
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,100,5,Wet,Flood Irrigation,3,16.98572333,80.65449833
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,167,5,Wet,Flood Irrigation,3,16.99824703,80.65225633
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,136,5,Wet,Flood Irrigation,2,16.98572333,80.65449167
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,142,10,Wet,Flood Irrigation,6,16.98559333,80.65424833
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,122,5,Wet,Flood Irrigation,5,16.98570333,80.65452167
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,155,5,Wet,Flood Irrigation,3,17.00055884,80.65902474
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,124,5,Wet,Flood Irrigation,3,16.985785,80.654715
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,185,5,Others,Flood Irrigation,5,16.97914667,80.65218167
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,123,5,Wet,Flood Irrigation,3,16.98572833,80.65455167
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,111,5,Wet,Flood Irrigation,5,16.98576,80.65458833
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,65,5,Wet,Micro Irrigation,2,16.94374167,80.63877167
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,122,5,Wet,Flood Irrigation,5,16.98566167,80.65443
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,122,5,Wet,Flood Irrigation,4,16.98585333,80.65459833
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,120,5,Wet,Flood Irrigation,4,16.98586,80.654535
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,100,5,Wet,Flood Irrigation,4,16.985705,80.654445
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,122,5,Wet,Flood Irrigation,4,16.985655,80.65448167
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,123,5,Wet,Flood Irrigation,3,16.9857,80.65462833
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,111,5,Wet,Flood Irrigation,5,16.985705,80.65455167
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,122,5,Wet,Flood Irrigation,6,16.98578333,80.654525
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,155,5,Wet,Flood Irrigation,3,16.99908006,80.66247067
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,122,5,Wet,Flood Irrigation,5,16.98587333,80.65465833
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,111,5,Wet,Flood Irrigation,5,16.98583833,80.65444833
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,120,5,Wet,Flood Irrigation,5,16.98578167,80.65447667
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,162,5,Wet,Flood Irrigation,4,16.99303289,80.65244591
Krishna,A Konduru,00-KAMBHAMPADU,Working,Open Well,20,,Wet,Flood Irrigation,5,16.97989833,80.653565
Krishna,A Konduru,00-KAMBHAMPADU,Working,Open Well,20,,Wet,Flood Irrigation,3,16.98005167,80.65347333
Krishna,A Konduru,00-KAMBHAMPADU,Working,Open Well,60,5,Wet,Flood Irrigation,3,16.99556229,80.65407973
Krishna,A Konduru,00-KAMBHAMPADU,Working,Open Well,40,5,Wet,Flood Irrigation,3,16.99027259,80.65154798
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,156,5,Others,Flood Irrigation,3,16.98568,80.654515
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,155,5,Others,Flood Irrigation,1.6,16.98574667,80.65446667
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,122,5,Wet,Flood Irrigation,3,16.985685,80.65449833
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,170,5,Wet,Flood Irrigation,5,17.00108414,80.65926275
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,100,5,Wet,Flood Irrigation,3,16.98565327,80.6545853
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,125,5,Others,Flood Irrigation,3,16.9857,80.65458167
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,122,5,Wet,Flood Irrigation,3,16.98554055,80.65498228
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,180,5,ID,Flood Irrigation,5,16.95276833,80.64581667
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,155,5,Wet,Flood Irrigation,5,16.96807,80.6492
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,160,5,Wet,Flood Irrigation,3,16.96797667,80.64925667
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,155,5,ID,Flood Irrigation,3,16.99647,80.66122833
Krishna,A Konduru,00-KAMBHAMPADU,Working,Open Well,40,5,Wet,Flood Irrigation,3,16.98980485,80.65437994
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,175,5,ID,Flood Irrigation,2,16.99662,80.66137333
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,145,5,Wet,Flood Irrigation,5,16.98062167,80.65157167
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,148,5,ID,Flood Irrigation,2,16.99626667,80.66098833
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,145,5,Wet,Flood Irrigation,3,16.99565833,80.66054167
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,142,5,ID,Flood Irrigation,2,16.99634167,80.661315
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,155,5,ID,Flood Irrigation,3,16.99644833,80.66098667
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,135,5,Wet,Flood Irrigation,2,16.99563,80.66073333
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,187,5,Others,Flood Irrigation,3,16.98577532,80.65442021
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,175,,ID,Flood Irrigation,2.5,16.99615667,80.66139
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,135,5,Wet,Flood Irrigation,2,16.995485,80.660595
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,144,5,Others,Flood Irrigation,3,16.9856953,80.65459178
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,143,5,Wet,Flood Irrigation,3,16.98354998,80.65613267
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,143,5,Others,Flood Irrigation,3,16.98580786,80.6545995
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,154,5,Others,Flood Irrigation,4,16.98558754,80.6546749
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,155,5,Others,Flood Irrigation,3,16.9857198,80.65437618
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,133,5,Others,Flood Irrigation,2,16.98554931,80.65446555
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,100,5,Others,Flood Irrigation,2.9,16.9856295,80.65450615
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,122,5,Others,Flood Irrigation,3,16.98541568,80.65433041
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,132,5,Others,Flood Irrigation,3,16.98564327,80.65459179
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,133,5,Wet,Flood Irrigation,4,16.98564914,80.65451367
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,100,5,Wet,Flood Irrigation,4,16.98573523,80.65443798
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,144,5,Others,Flood Irrigation,3,16.98561478,80.65459629
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,144,5,Others,Flood Irrigation,2,16.98580603,80.65455281
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,156,5,Wet,Flood Irrigation,3,16.99803124,80.65260662
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,144,5,Others,Flood Irrigation,3,16.9857948,80.65422053
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,170,5,Wet,Flood Irrigation,4,16.98450554,80.66016146
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,156,,Wet,Flood Irrigation,3,16.99625888,80.66225312
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,132,5,Others,Flood Irrigation,2,16.98548415,80.65499877
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,100,5,Others,Flood Irrigation,4,16.98534981,80.65459961
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,144,5,Others,Flood Irrigation,3,16.98568529,80.65454861
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,155,5,Others,Flood Irrigation,4,16.98572997,80.65462967
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,134,5,Others,Flood Irrigation,3,16.98559886,80.6547954
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,156,5,Others,Flood Irrigation,4,16.98578372,80.65431738
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,,Wet,Flood Irrigation,3,16.98840067,80.65731705
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,155,5,Wet,Flood Irrigation,2,16.99862653,80.65196568
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,170,5,Wet,Flood Irrigation,4,16.99592296,80.66043657
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,140,5,Wet,Flood Irrigation,2,17.00141538,80.65874449
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,120,5,Wet,Flood Irrigation,5,16.9858,80.65432
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,100,5,Wet,Flood Irrigation,1,16.98567167,80.65461
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,159,5,Wet,Micro Irrigation,6,16.99240299,80.65776362
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,123,5,Wet,Flood Irrigation,3,16.98560667,80.65470333
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,122,5,Wet,Flood Irrigation,2,16.98568167,80.65443667
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,120,5,Wet,Flood Irrigation,2,16.98565667,80.65442667
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,75,5,Wet,Flood Irrigation,3,16.96759833,80.64854667
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,5,Wet,Flood Irrigation,3,16.98570112,80.65421208
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,5,Wet,Flood Irrigation,4,16.9855066,80.65424321
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,5,Wet,Flood Irrigation,4,16.98561617,80.65419373
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,100,5,Wet,Flood Irrigation,3,16.98568075,80.65455562
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,120,5,Wet,Flood Irrigation,4,16.98571833,80.65452833
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,5,Wet,Flood Irrigation,3,16.98566535,80.65452788
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,5,Wet,Flood Irrigation,4,16.98555112,80.65441872
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,130,5,Wet,Flood Irrigation,3,16.98574819,80.65443293
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,5,ID,Flood Irrigation,3,16.98551718,80.65476867
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,190,5,ID,Flood Irrigation,2,16.95262333,80.64604
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,142,5,Wet,Flood Irrigation,2,16.98578,80.65453333
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,180,5,Wet,Flood Irrigation,5,16.99623411,80.66107413
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,144,5,Wet,Flood Irrigation,2,16.98561667,80.65462167
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,140,5,Wet,Flood Irrigation,4,16.98569982,80.65404895
Krishna,A Konduru,00-KAMBHAMPADU,Working,Open Well,20,5,Wet,Flood Irrigation,4,16.96774833,80.64835833
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,5,Wet,Flood Irrigation,4,16.98568653,80.65481075
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,5,Wet,Flood Irrigation,4,16.98574044,80.6546088
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,140,5,Wet,Flood Irrigation,,16.98583183,80.65403495
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,150,5,Wet,Flood Irrigation,4,16.98581173,80.65463497
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,140,5,Wet,Flood Irrigation,4,16.98568492,80.65439369
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,140,5,Wet,Flood Irrigation,4,16.98547595,80.65444106
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,122,5,Wet,Flood Irrigation,2,16.985715,80.654515
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,126,5,Wet,Micro Irrigation,3,16.98584028,80.65440762
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,137,5,Wet,Flood Irrigation,4,16.98566232,80.65425962
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,154,5,Wet,Flood Irrigation,3,16.98541269,80.65459199
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,156,5,Others,Flood Irrigation,2,16.98566839,80.65461256
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,111,5,Others,Flood Irrigation,3,16.98588982,80.65429569
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,139,5,Others,Flood Irrigation,2,16.98563024,80.65452381
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,100,5,Others,Flood Irrigation,3,16.98580605,80.65508867
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,174,5,Wet,Flood Irrigation,3,16.99820711,80.65249404
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,165,5,Wet,Flood Irrigation,5,16.980545,80.65174167
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,143,5,Others,Flood Irrigation,3,16.98529726,80.65458734
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,154,5,Others,Flood Irrigation,3,16.98573841,80.65442144
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,123,5,Others,Flood Irrigation,2,16.98570335,80.65448109
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,143,5,Others,Flood Irrigation,2,16.98592472,80.65427579
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,156,5,Wet,Flood Irrigation,4,16.98584549,80.65408533
Krishna,A Konduru,00-KAMBHAMPADU,Working,Bore Well,123,5,Others,Flood Irrigation,3,16.98572798,80.65412946
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,100,5,ID,Flood Irrigation,5,16.954885,80.64612833
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,123,5,ID,Flood Irrigation,3,16.93757667,80.65168667
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,100,5,ID,Flood Irrigation,3,16.95458,80.64664
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,100,5,ID,Flood Irrigation,3,16.95431833,80.64667167
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,100,5,Wet,Flood Irrigation,3,16.98730833,80.65857167
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,200,5,Others,Micro Irrigation,2,16.94521851,80.64190099
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,120,5,Wet,Flood Irrigation,3,16.98730833,80.658265
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,100,5,Wet,Flood Irrigation,3,16.98727833,80.65837833
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,90,5,Wet,Flood Irrigation,3,16.98748167,80.658515
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,90,5,Wet,Flood Irrigation,5,16.987255,80.65831833
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,90,5,Others,Flood Irrigation,6,16.98569,80.65448
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,120,5,Others,Flood Irrigation,7,16.98573667,80.65460333
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,120,5,Wet,Flood Irrigation,7,16.98575833,80.65450833
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,100,5,Others,Flood Irrigation,7,16.98570167,80.65450333
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,90,5,Others,Flood Irrigation,5,16.985735,80.65449
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,100,5,Wet,Flood Irrigation,6,16.98572667,80.65447333
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,100,5,ID,Flood Irrigation,7,16.98583667,80.65427167
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,90,5,Wet,Flood Irrigation,7,16.98573167,80.65446833
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,200,5,Others,Micro Irrigation,4,16.95158211,80.6541868
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,200,5,Others,Micro Irrigation,4,16.95170954,80.6552575
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,125,5,ID,Flood Irrigation,5,16.98580833,80.65447833
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,902,5,ID,Micro Irrigation,2,16.94125833,80.672435
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,90,5,ID,Micro Irrigation,2,16.94121167,80.67240167
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,123,5,ID,Flood Irrigation,3,16.93877167,80.65256833
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,90,5,ID,Micro Irrigation,2,16.94126167,80.672475
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,90,5,ID,Micro Irrigation,2,16.9412,80.67239333
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,90,5,ID,Micro Irrigation,2,16.94129,80.67247667
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,90,5,ID,Micro Irrigation,2,16.94128667,80.67244167
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,200,5,Others,Micro Irrigation,2,16.94448963,80.63681367
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,70,5,ID,Flood Irrigation,2,16.93999333,80.65259333
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,200,5,Others,Micro Irrigation,2,16.94570808,80.63958496
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,80,,Wet,Flood Irrigation,5,16.98569833,80.65448833
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,100,,ID,Flood Irrigation,5,16.98582833,80.65439167
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,143,,ID,Flood Irrigation,5,16.94532833,80.65694333
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,185,5,ID,Flood Irrigation,3,16.98581667,80.65446833
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,158,5,ID,Flood Irrigation,3,16.98557,80.65463667
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,100,5,Wet,Flood Irrigation,3,16.98725535,80.65844481
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,90,,Wet,Flood Irrigation,5,16.985805,80.654205
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,185,5,Wet,Flood Irrigation,2.85,16.98569,80.65451333
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,165,5,Wet,Flood Irrigation,,16.98561167,80.65397167
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,158,5,ID,Flood Irrigation,2.88,16.98549167,80.65431167
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,100,5,ID,Flood Irrigation,5,16.98551333,80.654395
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,125,,ID,Flood Irrigation,6,16.98566667,80.654585
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,185,5,ID,Flood Irrigation,2.89,16.98564,80.65437
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,158,5,ID,Flood Irrigation,3.74,16.98569833,80.654485
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,90,5,ID,Flood Irrigation,4,16.98574667,80.65455167
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,120,5,ID,Flood Irrigation,5,16.98594167,80.65455333
Krishna,A Konduru,01-A KONDURU,Working,Bore Well,90,5,Wet,Flood Irrigation,5,16.987525,80.65839333
